GROTO.ST.HT1.MMXU1,PPV,GROTO.Sel2701a.Sel2032.030.1.68,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.HT1.MMXU1.PPV,phsAB,GROTO.Sel2701a.Sel2032.030.1.64,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.HT1.MMXU1.PPV,phsBC,GROTO.Sel2701a.Sel2032.030.1.65,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.HT1.MMXU1.PPV,phsCA,GROTO.Sel2701a.Sel2032.030.1.66,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.HT1.MMXU1,TotPF,GROTO.Sel2701a.Sel2032.030.1.60,5,1,1,3000,1,32767,-32767,32.767,-32.767
GROTO.ST.HT1.MMXU1,TotVA,GROTO.Sel2701a.Sel2032.030.1.67,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.HT1.MMXU1,TotVAr,GROTO.Sel2701a.Sel2032.030.1.59,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.HT1.MMXU1,TotW,GROTO.Sel2701a.Sel2032.030.1.58,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.OPT1.SIMG1,Mst,GROTO.Sel2701a.Sel2032.030.1.154,5,1,1,3000,1,32767,-32767,32767,-32767
GROTO.ST.OPT1.SIMG1,Ppm,GROTO.Sel2701a.Sel2032.030.1.153,5,1,1,3000,1,32767,-32767,32767,-32767
GROTO.ST.OPT1.YPTR1,TopOilTmp,GROTO.Sel2701a.Sel2032.030.1.151,5,1,1,3000,1,32767,-32767,32767,-32767
GROTO.ST.OPT1.YPTR2,HPTmp,GROTO.Sel2701a.Sel2032.030.1.155,5,1,1,3000,1,32767,-32767,32767,-32767
GROTO.ST.PLC.MMXN1,Hz,GROTO.Sel2701a.Sel2032.030.1.1,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.PLC.ZBAT1,Vol,GROTO.Sel2701a.Sel2032.030.1.0,5,1,1,3000,1,32767,-32767,32767,-32767
GROTO.ST.WF,AvaCapVARs,GROTO.Sel2701a.Sel2032.030.1.19,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.WF,AvaIndVARs,GROTO.Sel2701a.Sel2032.030.1.18,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.WF,SetPlVol,GROTO.Sel2701a.Sel2032.030.1.16,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.WF,TurVArSetP,GROTO.Sel2701a.Sel2032.030.1.17,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.WF,TurVArST,GROTO.Sel2701a.Sel2032.030.1.20,5,1,1,3000,1,32767,-32767,327.67,-327.67
GROTO.ST.AS.ZACS1,AtsAlm,GROTO.Sel2701a.Sel2032.001.2.301,11,1,1,3000,0,,,,
GROTO.ST.AS.ZACS1,ClimateFlt1,GROTO.Sel2701a.Sel2032.001.2.303,11,1,1,3000,0,,,,
GROTO.ST.AS.ZACS1,ClimateFlt2,GROTO.Sel2701a.Sel2032.001.2.305,11,1,1,3000,0,,,,
GROTO.ST.OPT1.KTNK1,OilLevHi,GROTO.Sel2701a.Sel2032.001.2.300,11,1,1,3000,0,,,,
GROTO.ST.AS.ZFPS1,FireAlm,GROTO.Sel2701a.Sel2032.001.2.302,11,1,1,3000,0,,,,
GROTO.ST.AS.ZACS1,LoTmp,GROTO.Sel2701a.Sel2032.001.2.304,11,1,1,3000,0,,,,
GROTO.ST.AS.ZACS1,RMSAlm,GROTO.Sel2701a.Sel2032.001.2.299,11,1,1,3000,0,,,,
GROTO.ST.AS.ZAXN1,BatChaAlm,GROTO.Sel2701a.Sel2032.001.2.296,11,1,1,3000,0,,,,
GROTO.ST.AS.ZAXN1,PwrSupAlm,GROTO.Sel2701a.Sel2032.001.2.307,11,1,1,3000,0,,,,
GROTO.ST.AS.ZAXN1,PwrSupTr,GROTO.Sel2701a.Sel2032.001.2.308,11,1,1,3000,0,,,,
GROTO.ST.AS.ZIPS1,IntruderAlm,GROTO.Sel2701a.Sel2032.001.2.306,11,1,1,3000,0,,,,
GROTO.ST.EG1.LLN0,Flt1,GROTO.Sel2701a.Sel2032.001.2.265,11,1,1,3000,0,,,,
GROTO.ST.EG1.LLN0,Flt2,GROTO.Sel2701a.Sel2032.001.2.266,11,1,1,3000,0,,,,
GROTO.ST.EG1.LLN0,Flt3,GROTO.Sel2701a.Sel2032.001.2.269,11,1,1,3000,0,,,,
GROTO.ST.EG1.LLN0,Flt4,GROTO.Sel2701a.Sel2032.001.2.270,11,1,1,3000,0,,,,
GROTO.ST.EG1.LLN0,Flt5,GROTO.Sel2701a.Sel2032.001.2.263,11,1,1,3000,0,,,,
GROTO.ST.EG1.PDIF1,ComAlm,GROTO.Sel2701a.Sel2032.001.2.187,11,1,1,3000,0,,,,
GROTO.ST.EG1.PDIF1,Tr,GROTO.Sel2701a.Sel2032.001.2.188,11,1,1,3000,0,,,,
GROTO.ST.EG1.PDIF2,ComAlm,GROTO.Sel2701a.Sel2032.001.2.199,11,1,1,3000,0,,,,
GROTO.ST.EG1.PDIF2,Tr,GROTO.Sel2701a.Sel2032.001.2.200,11,1,1,3000,0,,,,
GROTO.ST.EG1.PTRC1,Flt,GROTO.Sel2701a.Sel2032.001.2.237,11,1,1,3000,0,,,,
GROTO.ST.EG1.PTRC1,LOTr1,GROTO.Sel2701a.Sel2032.001.2.238,11,1,1,3000,0,,,,
GROTO.ST.EG1.PTRC1,LOTr2,GROTO.Sel2701a.Sel2032.001.2.239,11,1,1,3000,0,,,,
GROTO.ST.EG1.PTRC1,TrTst,GROTO.Sel2701a.Sel2032.001.2.255,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0LLN0,DiagFlt,GROTO.Sel2701a.Sel2032.001.2.151,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0LLN0,Flt,GROTO.Sel2701a.Sel2032.001.2.290,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0LLN0,LocKeyLoc,GROTO.Sel2701a.Sel2032.001.2.157,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0LPHD,ComAlm,GROTO.Sel2701a.Sel2032.001.2.153,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0PTRC1,Tr,GROTO.Sel2701a.Sel2032.001.2.148,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0PTRC1,TrFlt,GROTO.Sel2701a.Sel2032.001.2.152,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0SIMG1,PresTr,GROTO.Sel2701a.Sel2032.001.2.156,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0SIMG1,PresWrn,GROTO.Sel2701a.Sel2032.001.2.155,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0SPDC1,Flt,GROTO.Sel2701a.Sel2032.001.2.150,11,1,1,3000,0,,,,
GROTO.ST.EG1.QA0XCBR1,Pos,GROTO.Sel2701a.Sel2032.001.2.146,11,1,1,3000,0,,,,
GROTO.ST.EG1.QB1XSWI1,Pos,GROTO.Sel2701a.Sel2032.001.2.147,11,1,1,3000,0,,,,
GROTO.ST.EG1.ZMOT1,ExcRun,GROTO.Sel2701a.Sel2032.001.2.158,11,1,1,3000,0,,,,
GROTO.ST.HIR1.CCGR1,PwrSupAlm,GROTO.Sel2701a.Sel2032.001.2.107,11,1,1,3000,0,,,,
GROTO.ST.HIR1.LLN0,Flt1,GROTO.Sel2701a.Sel2032.001.2.261,11,1,1,3000,0,,,,
GROTO.ST.HIR1.LLN0,Flt2,GROTO.Sel2701a.Sel2032.001.2.272,11,1,1,3000,0,,,,
GROTO.ST.HIR1.LLN0,Flt3,GROTO.Sel2701a.Sel2032.001.2.273,11,1,1,3000,0,,,,
GROTO.ST.HIR1.PTRC1,GroFlt1,GROTO.Sel2701a.Sel2032.001.2.218,11,1,1,3000,0,,,,
GROTO.ST.HIR1.PTRC1,GroFlt2,GROTO.Sel2701a.Sel2032.001.2.219,11,1,1,3000,0,,,,
GROTO.ST.HIR1.PTRC1,LOTr,GROTO.Sel2701a.Sel2032.001.2.242,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0CILO1,EnaCls,GROTO.Sel2701a.Sel2032.001.2.103,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0LLN0,DiagFlt,GROTO.Sel2701a.Sel2032.001.2.101,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0LLN0,Flt,GROTO.Sel2701a.Sel2032.001.2.286,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0LLN0,LocKeyLoc,GROTO.Sel2701a.Sel2032.001.2.108,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0LPHD,ComAlm,GROTO.Sel2701a.Sel2032.001.2.97,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0PTRC1,Tr,GROTO.Sel2701a.Sel2032.001.2.98,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0PTRC1,TrFlt,GROTO.Sel2701a.Sel2032.001.2.102,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0SPDC1,Flt,GROTO.Sel2701a.Sel2032.001.2.100,11,1,1,3000,0,,,,
GROTO.ST.HIR1.QA0XCBR1,Chrg,GROTO.Sel2701a.Sel2032.001.2.106,11,1,1,3000,0,,,,
